ORISPL,SUBRGN,SRNAME,PLPRMFL,PLFUELCT,NBFACTOR,RMBMFLAG,CHPFLAG,PLHTIAN,PLHTIOZ,PLHTIANT,PLHTIOZT,PLNGENAN,PLNGENOZ,PLHTRT
7040,SPSO,SPP South,WAT,HYDRO,,,,0,0,1244753.001,543876,130889.001,57189.999,
6138,SPSO,SPP South,SUB,COAL,0.093698685,,,36914098.23,18281083.71,36914098.23,18281083.71,3635660,1797705,10153.34168
10050,SRMV,SERC Mississippi Valley,OBG,BIOMASS,0.814674386,Yes,Yes,63532,26217,63532,26217,7633,3150,8323.332897
7825,SPSO,SPP South,NG,GAS,1,,,70681.156,38722.032,70681.156,38722.032,4806,2299,14706.85726
55869,SPSO,SPP South,NG,GAS,,,,,,,,,,
10606,SRMV,SERC Mississippi Valley,BLQ,BIOMASS,0.306672163,Yes,Yes,2849592.62,1057802.029,2849592.62,1057802.029,494285.61,169697.494,5765.072991
188,SPSO,SPP South,WAT,HYDRO,,,,0,0,1420110,858440,149328,90267,
168,SRMV,SERC Mississippi Valley,NG,GAS,,,,,,,,,,
56328,SPSO,SPP South,NG,GAS,1,,,379455.5,199742.1,379455.5,199742.1,28552,15155,13289.97969
169,SRMV,SERC Mississippi Valley,NG,GAS,1,,,0,0,0,0,0,0,
55418,SRMV,SERC Mississippi Valley,NG,GAS,1,,,9357713.347,3053827.713,9357713.347,3053827.713,1266981,402652,7385.835578
6641,SRMV,SERC Mississippi Valley,SUB,COAL,0.171646795,,,109631987.4,49368469.55,109631987.4,49368469.55,10990484,4840252,9975.173737
56564,SPSO,SPP South,SUB,COAL,0,,,39358119.81,16544241.94,39358119.81,16544241.94,4422641,1862259,8899.2346
170,SRMV,SERC Mississippi Valley,NG,GAS,1,,,1036286.399,919308.108,1036286.399,919308.108,90653,83081,11431.35251
54283,SPSO,SPP South,WAT,HYDRO,,,,0,0,28,12,3,1,
171,SRMV,SERC Mississippi Valley,NG,GAS,1,,,7742,3703,7742,3703,397,190,19501.25945
55714,SRMV,SERC Mississippi Valley,NG,GAS,1,,,984324.857,712916.232,984324.857,712916.232,131859,97156,7464.980449
203,SRMV,SERC Mississippi Valley,NG,GAS,1,,,1406358.682,1044976.722,1406358.682,1044976.722,117552,86848,11963.71548
193,SRMV,SERC Mississippi Valley,DFO,OIL,,,,,,,,,,
7166,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,1287321,562475,135365,59146,
195,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,366447.999,160113.999,38532.999,16836,
196,SPSO,SPP South,WAT,HYDRO,,,,0,0,1290213,530421,135669,55775,
172,SRTV,SERC Tennessee Valley,DFO,OIL,,,,,,,,,,
55221,SRMV,SERC Mississippi Valley,NG,GAS,1,,,1328732.02,1053109.723,1328732.02,1053109.723,159242.001,125558.001,8344.105272
6142,SPSO,SPP South,WAT,HYDRO,,,,0,0,403633,132000,41770,13744,
192,SPSO,SPP South,DFO,OIL,,,,,,,,,,
8015,SPSO,SPP South,NG,GAS,1,,,5238,2505.999,5238,2505.999,524.001,251.001,9996.164129
7283,SPSO,SPP South,NG,GAS,1,,,516,247,516,247,37,18,13945.94595
55075,SRMV,SERC Mississippi Valley,NG,GAS,0.479995421,,Yes,5629854.795,2743444.159,5629854.795,2743444.159,1058494,530373,5318.740394
10627,SRMV,SERC Mississippi Valley,BLQ,BIOMASS,0.384157042,Yes,Yes,2384848.262,976701.7483,2384848.262,976701.748,424054,180655,5623.925872
56456,SRMV,SERC Mississippi Valley,SUB,COAL,0.375005549,,,37074850.78,9844412.684,37074850.78,9844412.684,3626619,989772,10222.97925
174,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,338337,147831,35577,15545.001,
56079,SRMV,SERC Mississippi Valley,OBS,BIOMASS,1,Yes,Yes,177420.0022,71347.1119,177420.002,71347.112,30960,11405,5730.620225
173,SRMV,SERC Mississippi Valley,NG,GAS,,,,,,,,,,
59947,SRMV,SERC Mississippi Valley,SUN,SOLAR,,,,0,0,,,,,
201,SPSO,SPP South,NG,GAS,1,,,260174.736,22249.997,260174.736,22249.997,26085,1699,9974.112938
56523,SRMV,SERC Mississippi Valley,LFG,BIOMASS,0,Yes,Yes,422626.998,157737,422626.998,157737,34405.998,12841.002,12283.52679
55380,SRMV,SERC Mississippi Valley,NG,GAS,0.843694443,,,46891399.42,23062998.97,46891399.42,23062998.97,6248560,3068765,7504.35291
50640,SRMV,SERC Mississippi Valley,WDS,BIOMASS,1,,Yes,0,0,0,0,0,0,
57025,SPSO,SPP South,LFG,BIOMASS,0,Yes,,411804,153697,411804,153697,32141,11996,12812.42027
7135,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,1461903.999,638757,153723,67167,
6009,SRMV,SERC Mississippi Valley,SUB,COAL,0.220637261,,,113580945.8,55357636.12,113580945.8,55357636.12,10526995,5135595,10789.49366
57160,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,172474,75360,18136,7924,
57161,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,,,,,
57162,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,19191,8385,2018,882,
58632,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,43432,21723,4567,2284,
57373,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,7048632,3336660,741181,350858.001,
141,AZNM,WECC Southwest,NG,GAS,1,,,277968.094,273497.603,280392.094,274724.603,12617,17409,22223.3569
57930,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,18193,9100,1913,957,
160,AZNM,WECC Southwest,SUB,COAL,0.573672785,,,31393163.64,14010183.14,31393163.64,14010183.14,2638027,1181353.001,11900.24349
118,AZNM,WECC Southwest,NG,GAS,1,,,126478.749,71974.139,126478.749,71974.139,10972,7083,11527.41059
117,AZNM,WECC Southwest,NG,GAS,1,,,11533082.61,7014194.484,11533082.61,7014194.484,1605460.999,954944.998,7183.657911
58199,AZNM,WECC Southwest,NG,GAS,0.290653332,,Yes,558985.28,0,558985.28,0,50419,31019.478,11086.79823
57765,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,76242.998,38134,8016.999,4009.999,
55282,AZNM,WECC Southwest,NG,GAS,1,,,8361986.558,6496185.442,8361986.558,6496185.442,1128760,877495,7408.117366
57679,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57680,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,3472330,1801563.999,365124,189439.001,
59168,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57657,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,705205,349892,74154,36792,
58262,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,381141,190633,40078,20046,
56482,AZNM,WECC Southwest,NG,GAS,1,,,513844.057,471263.624,513844.057,471263.624,52057,32027,9870.796569
58042,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,212319,106194,22326,11167,
55780,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
59471,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
58037,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,70344,35183,7397,3700,
112,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,,,,,
57560,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,447826,223985,47090,23553,
113,AZNM,WECC Southwest,SUB,COAL,0.215832002,,,80021105.95,36785719.07,80021105.95,36785719.07,6630105,3019856,12069.35727
56229,AZNM,WECC Southwest,NG,GAS,0.32517229,,Yes,432888.5522,0,432888.552,0,47690.05,29340.536,9077.125148
59233,AZNM,WECC Southwest,NG,GAS,0.337013523,,Yes,358339.4192,0,358339.419,0,34038.27,20941.497,10527.545
58832,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,4765,2814,501,296,
56948,AZNM,WECC Southwest,NG,GAS,1,,,2004033.025,1119040.926,2004033.025,1119040.926,211113.996,118197.996,9492.658293
58413,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
57318,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,504448,252306,53044,26531,
6177,AZNM,WECC Southwest,SUB,COAL,0.078546305,,,63232332.12,29250856.03,63232332.12,29250856.03,5419903,2508287,11666.69074
57561,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,415092,207613,43648,21831,
143,AZNM,WECC Southwest,,,,,,,,,,,,
152,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,11059369,5119232.999,1162919.999,538300.001,
59779,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,314287,157194,33048,16529,
124,AZNM,WECC Southwest,NG,GAS,1,,,83696.023,21627.853,83696.023,21627.853,5566,3424,15037.01455
55129,AZNM,WECC Southwest,NG,GAS,0.902021072,,,11426233.14,8674319.905,11426233.14,8674319.905,1464694,1125634,7801.105991
57920,AZNM,WECC Southwest,WND,WIND,,,,0,0,,,,,
114,AZNM,WECC Southwest,DFO,OIL,1,,,5536,1647,5536,1647,289,86,19155.70934
57922,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57379,AZNM,WECC Southwest,WND,WIND,,,,0,0,1155704,502690,121525,52859,
57098,AZNM,WECC Southwest,WND,WIND,,,,0,0,1115009,484839,117246,50982,
55711,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
57997,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,767020,229534,80654,24136,
58972,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
58842,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,97468,48750,10249,5126,
59020,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,606223,429471,63746,45160,
55507,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
55306,AZNM,WECC Southwest,NG,GAS,1,,,32213781.07,20730933.38,32213781.07,20730933.38,2566958,1415122,12549.39936
58543,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,44680,22347,4698,2350,
58501,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,424629,212384,44651,22333,
153,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,31807328,13619357,3344618.998,1432108.997,
57829,AZNM,WECC Southwest,LFG,BIOMASS,0.206661774,Yes,,195157,82417,195157,82417,16581,7002,11769.91738
55124,AZNM,WECC Southwest,NG,GAS,0.632299028,,,17598041.6,11095307.61,17598041.6,11095307.61,2411226,1520767,7298.379165
7179,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,760001.001,336177.999,79916.001,35349.999,
8902,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,13663770,6188157.001,1436779.001,650700.002,
145,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,319430.001,195885.999,15395.999,28942,
58383,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,407227,203680,42821,21417,
57563,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,399326,199728,41990,21002,
56899,NWPP,WECC Northwest,DFO,OIL,,,,,,,,,,
115,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,,,,,
126,AZNM,WECC Southwest,SUB,COAL,1,,,10025268.72,5786270.079,10025268.72,5786270.079,842819,475217,11894.92491
58292,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,20874,10441,2195,1098,
57775,AZNM,WECC Southwest,WND,WIND,,,,0,0,195356,83719,20542,8803,
147,AZNM,WECC Southwest,NG,GAS,1,,,5264105.284,3649868.619,5264105.284,3649868.619,702188.999,494081.001,7496.707142
58652,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57556,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,15978,7992,1680,840,
58539,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,142364,71205,14970,7487,
57324,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57673,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,53628,26823,5639,2820,
58466,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,48976,24495,5150,2576,
55481,AZNM,WECC Southwest,NG,GAS,0.86660724,,,37835813.49,19333215.81,37835813.49,19333215.81,3393145,1592696,11150.66214
57707,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,3882154,1810466,408218.003,190374.999,
59819,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
148,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,41131,36309,5195,13977,
4941,NWPP,WECC Northwest,BIT,COAL,0,,,183822590.2,81810911.88,183822590.2,81810911.88,17297076,7624218,10627.37946
55372,AZNM,WECC Southwest,NG,GAS,1,,,9302027.469,9214410.196,9302027.469,9214410.196,1311008,1300958.001,7095.324719
6088,AZNM,WECC Southwest,NG,GAS,1,,,30747,18916.001,30747,18916.001,1949,1199,15775.78245
57403,AZNM,WECC Southwest,LFG,BIOMASS,0,Yes,,258812,109298,258812,109298,23966,10121,10799.1321
56616,AZNM,WECC Southwest,WDS,BIOMASS,0.143474684,Yes,,2829810.024,1290530.21,2829810.024,1290530.21,170106,76217,16635.56855
116,AZNM,WECC Southwest,NG,GAS,1,,,977995.306,537722.11,981304.306,539490.111,76289,42025,12862.98557
6008,AZNM,WECC Southwest,NUC,NUCLEAR,,,,0,0,338048058,148431331,32320917,14191582,
57562,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,383235,191680,40298,20156,
58293,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,25240,12624,2654,1327,
58155,AZNM,WECC Southwest,WND,WIND,,,,0,0,1985708,823747,208802,86619,
58708,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,19429,9718,2043,1022,
58709,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,62490,31255,6571,3287,
58486,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,522127,261149,54903,27460,
58171,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,86141,43084,9058,4530,
56228,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,46845,23431,4926,2464,
58147,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,253069,126576,26611,13310,
57883,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,495680,247920,52122,26069,
57795,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,97087,48559,10209,5106,
57790,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,336320,168215,35365,17688,
58833,AZNM,WECC Southwest,,,,,,0,0,,,,,
55455,AZNM,WECC Southwest,NG,GAS,0.718527602,,,28166294.77,14731358.9,28166294.77,14731358.9,3684787,1946277,7643.941093
59044,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,77782,44389,8179,4668,
57524,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,20388,10198,2144,1072,
149,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,360809,159600,37940,16782,
58213,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,357186,178651,37559,18786,
59634,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
8068,AZNM,WECC Southwest,NG,GAS,0.932415528,,,19540565.25,11556507.67,19540565.25,11556507.67,2794179.001,1713148.999,6993.311896
56812,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,5739923,3122371,603567,328325,
100,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,,,,,
55177,AZNM,WECC Southwest,NG,GAS,1,,,8633244.398,4020912.489,8633244.398,4020912.489,1106812,513096,7800.100106
8223,AZNM,WECC Southwest,SUB,COAL,0.413134028,,,103734952.7,46408461.05,103783272.7,46425522.05,10539848,4775301,9846.752312
59444,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
150,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,174422,77154,18341,8113,
55522,AZNM,WECC Southwest,NG,GAS,1,,,619534.325,269536.003,619534.325,269536.003,52865,23151,11719.17762
57391,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
59455,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,134042,67043,14095,7050,
7998,AZNM,WECC Southwest,LFG,BIOMASS,0.55304414,Yes,,327781,138425,327781,138425,20506,8660,15984.63864
57392,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,26447,13229,2781,1391,
57717,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,79209,39617,8329,4166,
58516,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,31792,15902,3343,1672,
54594,AZNM,WECC Southwest,NG,GAS,1,,,940,446,940,446,62.72,29.785,14987.2449
6515,AZNM,WECC Southwest,NG,GAS,1,,,10254,6307.999,10254,6307.999,517.001,318,19833.61734
59454,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,239082,119581,25140,12574,
58517,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,27466,13738,2888,1444,
7164,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,0,0,31047,27359,
57939,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,31474,15742,3310,1655,
56358,AZNM,WECC Southwest,WDS,BIOMASS,,,,,,,,,,
120,AZNM,WECC Southwest,NG,GAS,1,,,4151580.46,1846034.853,4151580.46,1846034.853,347466.001,159357,11948.16312
54694,AZNM,WECC Southwest,NG,GAS,1,,Yes,443694.7564,235329.8638,443694.756,235329.864,61811,32844,7178.24912
57310,CAMX,WECC California,SUN,SOLAR,,,,0,0,20437,10821,2149,1138,
58918,CAMX,WECC California,SUN,SOLAR,,,,0,0,18241,10023,1918,1054,
58920,CAMX,WECC California,SUN,SOLAR,,,,0,0,1977,1234,208,130,
58919,CAMX,WECC California,SUN,SOLAR,,,,0,0,7532,4697,792,494,
57871,CAMX,WECC California,SUN,SOLAR,,,,0,0,12753,6752,1341,710,
58922,CAMX,WECC California,,,,,,0,0,,,,,
52162,CAMX,WECC California,WND,WIND,,,,0,0,160138,89488,16839,9410,
52163,CAMX,WECC California,WND,WIND,,,,0,0,212416,118702,22336,12482,
293,CAMX,WECC California,WAT,HYDRO,,,,0,0,62490,36949,6571,3885,
58699,CAMX,WECC California,OTH,OTHF,0.571061644,Yes,Yes,85572.98828,35730.57074,85572.988,35730.571,8013,3346,10679.26972
10002,CAMX,WECC California,BIT,COAL,0.749846736,,,4710738.72,3124653.9,4710738.72,3124653.9,331215,237749,14222.60079
59440,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
57305,CAMX,WECC California,SUN,SOLAR,,,,0,0,189600,100387,19937,10556,
59441,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
57811,CAMX,WECC California,NG,GAS,0.119323947,,,62997,27340,62997,27340,7657,3323,8227.373645
55184,CAMX,WECC California,NG,GAS,0,,Yes,268807.6443,116660.1948,268807.644,116660.195,50072,21731,5368.422358
55185,CAMX,WECC California,NG,GAS,,,,,,,,,,
57697,CAMX,WECC California,SUN,SOLAR,,,,0,0,60672,32124,6380,3378,
57698,CAMX,WECC California,SUN,SOLAR,,,,0,0,40227,21298,4230,2240,
56214,CAMX,WECC California,WND,WIND,,,,0,0,51809,28952,5448,3044,
315,CAMX,WECC California,NG,GAS,1,,,15583606.4,7779631.4,15583606.4,7779631.4,1369722,687399,11377.20384
335,CAMX,WECC California,NG,GAS,1,,,9821223.2,5536351.9,9821223.2,5536351.9,912234,515061,10766.12273
356,CAMX,WECC California,NG,GAS,1,,,3288343.3,1321339.6,3288343.3,1321339.6,249851,89405,13161.21729
50748,CAMX,WECC California,NG,GAS,1,,Yes,147858.157,0,147858.157,0,15661,6796.703,9441.169593
55951,CAMX,WECC California,NG,GAS,1,,,244185.85,116576.925,244185.85,116576.925,23668,10272,10317.13073
52158,CAMX,WECC California,GEO,GEOTHERMAL,,,,0,0,1328472,562893,139692,59190,
7450,CAMX,WECC California,NG,GAS,1,,,20780,9019,20780,9019,1551,673,13397.80787
905,CAMX,WECC California,WAT,HYDRO,,,,0,0,183210,108328,19265,11391,
59469,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
57564,CAMX,WECC California,NG,GAS,0.98523952,,Yes,1128016.426,503704.701,1128016.426,503704.701,135389,60681,8331.669678
59412,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
10820,CAMX,WECC California,OBG,BIOMASS,1,Yes,Yes,33.26549233,13.79277154,33.265,13.793,6,3,5544.248722
7315,CAMX,WECC California,NG,GAS,1,,,2292497.487,1351438.928,2292497.487,1351438.928,217636,94452.001,10533.63178
58003,CAMX,WECC California,SUN,SOLAR,,,,0,0,1265759,706513,133098,74292,
58002,CAMX,WECC California,SUN,SOLAR,,,,0,0,509060,269531,53529,28342,
57295,CAMX,WECC California,SUN,SOLAR,,,,0,0,1588682,763224,167054,80255,
55352,CAMX,WECC California,WND,WIND,,,,0,0,,,,,
214,CAMX,WECC California,WAT,HYDRO,,,,0,0,33714,19934,3545,2096,
57282,CAMX,WECC California,WND,WIND,,,,0,0,3834955,1880460,403255,197735,
57291,CAMX,WECC California,WND,WIND,,,,0,0,3128389,1585925,328958,166764,
57292,CAMX,WECC California,WND,WIND,,,,0,0,3321320,1660987,349245,174657,
57293,CAMX,WECC California,WND,WIND,,,,0,0,1600724,778860,168320,81899,
57294,CAMX,WECC California,WND,WIND,,,,0,0,2566758,1249700,269901,131409,
57835,CAMX,WECC California,WND,WIND,,,,0,0,2688655,1355450,282719,142529,
58394,CAMX,WECC California,WND,WIND,,,,0,0,3120042,1706247,328080,179416,
58395,CAMX,WECC California,WND,WIND,,,,0,0,2377358,1115486,249985,117296,
50571,CAMX,WECC California,LFG,BIOMASS,0.181272344,Yes,,760561,317572,760561,317572,52075,21744,14605.10802
50001,CAMX,WECC California,WND,WIND,,,,0,0,88205,49290,9275,5183,
50712,CAMX,WECC California,WND,WIND,,,,0,0,3228769,2576934,339513,270971,
50485,CAMX,WECC California,WND,WIND,,,,0,0,360115,199167,37867,20943,
54242,CAMX,WECC California,WAT,HYDRO,,,,0,0,,,,,
59800,CAMX,WECC California,NG,GAS,1,,,5251,0,5251,0,801,0,6555.555556
50964,CAMX,WECC California,GEO,GEOTHERMAL,,,,0,0,14503,6146,1525,646,
57771,CAMX,WECC California,LFG,BIOMASS,0.019720733,Yes,,169104,70610,169104,70610,15880,6631,10648.8665
56898,CAMX,WECC California,LFG,BIOMASS,0.42739147,Yes,,626981,261796,626981,261796,43807,18292,14312.34734
58437,CAMX,WECC California,LFG,BIOMASS,0.509858863,Yes,,209731,96992,209731,96992,19044,8807,11012.96996
58397,CAMX,WECC California,LFG,BIOMASS,0.269107415,Yes,,92786,38743,92786,38743,7831,3270,11848.55063
56897,CAMX,WECC California,LFG,BIOMASS,0,Yes,,312164,130345,312164,130345,29172,12181,10700.80899
56895,CAMX,WECC California,LFG,BIOMASS,0,Yes,,950277,396790.002,950277,396790.002,89077.998,37195.002,10667.92049
58436,CAMX,WECC California,LFG,BIOMASS,0.441884599,Yes,,206547,118215,206547,118215,20616,11799,10018.77183
56428,CAMX,WECC California,LFG,BIOMASS,0.220890411,Yes,,215523,89991.999,215523,89991.999,17541,7323.999,12286.81375
58435,CAMX,WECC California,LFG,BIOMASS,0.024050436,Yes,,318313,147207,318313,147207,30279,14003,10512.66554
56706,CAMX,WECC California,WDS,BIOMASS,0.239756469,Yes,,1472649.266,670797.291,1472649.266,670797.291,71848,33493,20496.73291
7693,CAMX,WECC California,NG,GAS,1,,,571384.032,353901.945,571384.032,353901.945,56311,24438,10146.93456
59416,CAMX,WECC California,SUN,SOLAR,,,,0,0,11289,5455,1187,574,
215,CAMX,WECC California,WAT,HYDRO,,,,0,0,40750,24094,4285,2534,
59331,CAMX,WECC California,WND,WIND,,,,0,0,704,0,74,0,
59610,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
59557,CAMX,WECC California,OBG,BIOMASS,,,,,,,,,,
59473,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
10684,CAMX,WECC California,BIT,COAL,0.370477869,,Yes,1762972.52,757836.2923,1762972.52,757836.292,316298.02,131621.542,5573.770333
58445,CAMX,WECC California,SUN,SOLAR,,,,0,0,46239,24482,4862,2574,
58446,CAMX,WECC California,SUN,SOLAR,,,,0,0,30528,16164,3210,1700,
58447,CAMX,WECC California,SUN,SOLAR,,,,0,0,110202,58348,11588,6135,
59737,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
58889,CAMX,WECC California,SUN,SOLAR,,,,0,0,13783,7298,1449,767,
58366,CAMX,WECC California,SUN,SOLAR,,,,0,0,399659,211606,42025,22251,
59414,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
56943,CAMX,WECC California,SUN,SOLAR,,,,0,0,130,90,13.58,9.375,
57378,CAMX,WECC California,SUN,SOLAR,,,,0,0,2317559,1120868,243697,117862,
57359,CAMX,WECC California,SUN,SOLAR,,,,0,0,121623,64395,12789,6771,
6449,CAMX,WECC California,WAT,HYDRO,,,,0,0,,,,,
50200,CAMX,WECC California,NG,GAS,0.251603164,,Yes,193793.3712,84104.43728,193793.371,84104.437,34682,15052,5587.721907
10650,CAMX,WECC California,NG,GAS,0.367815664,,Yes,1573732.716,682982.1565,1573732.716,682982.157,233439,101310,6741.515838
59428,CAMX,WECC California,WAT,HYDRO,,,,0,0,10975,0,1154,0,
59948,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
57655,CAMX,WECC California,SUN,SOLAR,,,,0,0,20048,10615,2108,1116,
217,CAMX,WECC California,WAT,HYDRO,,,,0,0,421529,249241,44325,26208,
218,CAMX,WECC California,WAT,HYDRO,,,,0,0,1511975,1107335,158988,116439,
56474,CAMX,WECC California,NG,GAS,1,,,302290.887,122699.821,302290.887,122699.821,29409,12763,10278.85637
59309,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
59308,CAMX,WECC California,SUN,SOLAR,,,,0,0,,,,,
10469,CAMX,WECC California,GEO,GEOTHERMAL,,,,0,0,849871,360103,89366,37866,
50156,CAMX,WECC California,WAT,HYDRO,,,,0,0,26446,15637,2781,1644,
58508,CAMX,WECC California,SUN,SOLAR,,,,0,0,33239,18264,3495,1920,
10649,CAMX,WECC California,NG,GAS,0,,Yes,2359897.84,1024169.911,2359897.84,1024169.911,337057,146279,7001.479988
457,CAMX,WECC California,WAT,HYDRO,,,,0,0,5344,3160,562,332,
56346,CAMX,WECC California,NG,GAS,,,,,,,,,,
414,CAMX,WECC California,WAT,HYDRO,,,,0,0,144382,85369,15182,8977,
219,CAMX,WECC California,WAT,HYDRO,,,,0,0,1537140,1140306,161634,119906,
58890,CAMX,WECC California,SUN,SOLAR,,,,0,0,16254,8606,1709,905,
50170,CAMX,WECC California,NG,GAS,0,,Yes,1673327.848,726205.9874,1673327.848,726205.987,305209,132457,5482.563908
50622,CAMX,WECC California,NG,GAS,0,,Yes,708829.2393,307625.2579,708829.239,307625.258,131267,56968,5399.904311
52096,CAMX,WECC California,NG,GAS,0,,Yes,1698470.862,737118.0115,1698470.862,737118.012,319333,138587,5318.807835
10880,CAMX,WECC California,WAT,HYDRO,,,,0,0,102422,60559,10770,6368,
317,CAMX,WECC California,WAT,HYDRO,,,,0,0,1437855,1304724.001,151124,137195,
318,CAMX,WECC California,WAT,HYDRO,,,,0,0,1340595,792663,140967,83351,
322,CAMX,WECC California,WAT,HYDRO,,,,0,0,1971898,1681234,207249,176786,
319,CAMX,WECC California,WAT,HYDRO,,,,0,0,2882309,2266375.001,302929,238314.999,
320,CAMX,WECC California,WAT,HYDRO,,,,0,0,1270679,1016553,133078,106893,
321,CAMX,WECC California,WAT,HYDRO,,,,0,0,1005548,594558,105736,62519,
10282,CAMX,WECC California,WAT,HYDRO,,,,0,0,25019,14794,2631,1556,
391,CAMX,WECC California,WAT,HYDRO,,,,0,0,90594,53566,9526,5633,
